"CAS","LogBCF","BalabanJ","BertzCT","Chi0","Chi0n","Chi0v","Chi1","Chi1n","Chi1v","Chi2n","Chi2v","Chi3n","Chi3v","Chi4n","Chi4v","EState_VSA1","EState_VSA10","EState_VSA11","EState_VSA2","EState_VSA3","EState_VSA4","EState_VSA5","EState_VSA6","EState_VSA7","EState_VSA8","EState_VSA9","ExactMolWt","FpDensityMorgan1","FpDensityMorgan2","FpDensityMorgan3","FractionCSP3","HallKierAlpha","HeavyAtomCount","HeavyAtomMolWt","Ipc","Kappa1","Kappa2","Kappa3","LabuteASA","MaxAbsEStateIndex","MaxAbsPartialCharge","MaxEStateIndex","MaxPartialCharge","MinAbsEStateIndex","MinAbsPartialCharge","MinEStateIndex","MinPartialCharge","MolLogP","MolMR","MolWt","NHOHCount","NOCount","NumAliphaticCarbocycles","NumAliphaticHeterocycles","NumAliphaticRings","NumAromaticCarbocycles","NumAromaticHeterocycles","NumAromaticRings","NumHAcceptors","NumHDonors","NumHeteroatoms","NumRadicalElectrons","NumRotatableBonds","NumSaturatedCarbocycles","NumSaturatedHeterocycles","NumSaturatedRings","NumValenceElectrons","PEOE_VSA1","PEOE_VSA10","PEOE_VSA11","PEOE_VSA12","PEOE_VSA13","PEOE_VSA14","PEOE_VSA2","PEOE_VSA3","PEOE_VSA4","PEOE_VSA5","PEOE_VSA6","PEOE_VSA7","PEOE_VSA8","PEOE_VSA9","RingCount","SMR_VSA1","SMR_VSA10","SMR_VSA2","SMR_VSA3","SMR_VSA4","SMR_VSA5","SMR_VSA6","SMR_VSA7","SMR_VSA8","SMR_VSA9","SlogP_VSA1","SlogP_VSA10","SlogP_VSA11","SlogP_VSA12","SlogP_VSA2","SlogP_VSA3","SlogP_VSA4","SlogP_VSA5","SlogP_VSA6","SlogP_VSA7","SlogP_VSA8","SlogP_VSA9","TPSA","VSA_EState1","VSA_EState10","VSA_EState2","VSA_EState3","VSA_EState4","VSA_EState5","VSA_EState6","VSA_EState7","VSA_EState8","VSA_EState9","qed"
"89_63_4",1.04,3.23220887030549,300.633799226462,8.43072142031815,5.45107572619541,6.20700467221387,5.10906090528062,2.8044464122321,3.18241088524133,1.9602474549259,2.39668323539789,1.18917960700596,1.4242767097937,0.674938016175602,0.841281571216898,4.92331104881767,10.1143182687656,0,11.3747725493671,5.02263331374133,0,18.1991012053848,0,0,0,17.3346073673947,172.00395508,1.54545454545455,2.18181818181818,2.63636363636364,0,-1.29,11,167.531,267.188810069079,7.81298661174047,2.75455850877907,1.58895217299875,67.7275357658911,10.2408950617284,0.393166178839665,10.2408950617284,0.293092742645799,0.124444444444445,0.293092742645799,-0.568240740740741,-0.393166178839665,1.8304,42.5188,172.571,2,4,0,0,0,1,0,1,3,1,5,0,1,0,0,0,58,5.73366747716218,5.68738627468356,0,0,5.68738627468356,0,10.1143182687656,0,0,0,11.6009398902325,12.1327341369232,11.0890003822029,4.92331104881767,1,4.92331104881767,22.9757124395996,0,0,0,0,5.73366747716218,33.3360527878917,0,0,5.73366747716218,11.3747725493671,0,11.6009398902325,4.92331104881767,0,10.1143182687656,0,18.1991012053848,5.02263331374133,0,0,69.16,0,5.50089506172839,0,0,0,0,0,0,0,29.6102160493827,0.399214834478181
"89_69_0",1.84,3.3258841466406,339.810237148347,9.30096490832122,5.55230413383462,7.82009097188998,5.51974450780358,2.81040241731318,3.94429583634086,1.97483822272897,3.19643860295078,1.18643642819623,2.21131981009135,0.65197827802999,1.2620638927341,4.92331104881767,10.1143182687656,0,20.7552862159075,0,6.06636706846161,6.06636706846161,0,0,0,34.8028196706975,224.915111344,1.08333333333333,1.58333333333333,2.08333333333333,0,-0.51,12,224.43,393.59832573311,9.57703220191471,3.4742942835046,1.80076862244811,82.9941775226418,10.304666792643,0.288972411964473,10.304666792643,0.288972411964473,0.0190740740740736,0.258262491840392,-0.620493827160494,-0.258262491840392,3.555,48.1264,226.446,0,3,0,0,0,1,0,1,2,0,6,0,1,0,0,0,64,0,5.02263331374133,0,0,5.68738627468356,0,10.1143182687656,0,0,0,34.8028196706975,6.06636706846161,6.06636706846161,14.9685776763003,1,4.92331104881767,40.4902059453811,0,0,0,0,0,37.3149523469128,0,0,0,5.68738627468356,0,34.8028196706975,4.92331104881767,0,10.1143182687656,0,12.1327341369232,15.067899941224,0,0,43.14,0,16.5981972789116,0,0,0,0,0,0,0,22.4018027210884,0.417361981678787
"90_12_0",1.73,2.91316116360486,369.200023542542,7.68179827587471,6.54145188432738,6.54145188432738,5.37701009771174,3.82136720504592,3.82136720504592,2.79604657360481,2.79604657360481,2.00763863187759,2.00763863187759,1.38735732579641,1.38735732579641,0,0,0,0,0,0,16.3358999206266,0,0,49.3883066789219,0,142.07825032,0.818181818181818,1.54545454545455,2.36363636363636,0.0909090909090909,-1.3,11,132.121,505.763734556388,6.41272600227094,2.38707482993197,1.00632069880698,66.4780097656288,2.15740740740741,0.0616293804300128,2.15740740740741,-0.0154735978452877,1.32638888888889,0.0154735978452877,1.32638888888889,-0.0616293804300128,3.14822,48.685,142.201,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,42.4645694792313,23.2596371203172,0,0,2,0,10.7724484289296,0,0,0,6.92373719969062,0,48.0280209709283,0,0,0,0,0,0,0,0,6.92373719969062,5.563451491697,42.4645694792313,0,10.7724484289296,0,0,0,0,0,0,0,0,0,0,0,21,0.529725659115003
"90_30_2",3.23,2.06309501424958,623.856125151031,11.5017892321836,9.42820323027551,9.42820323027551,8.43265299037757,5.73205080756888,5.73205080756888,4.01773441009184,4.01773441009184,2.8424319341903,2.8424319341903,2.01139871440764,2.01139871440764,0,0,0,0,0,11.3747725493671,10.7724484289296,0,18.1991012053848,59.9140922201608,0,219.104799416,0.588235294117647,1.29411764705882,2.17647058823529,0,-2.28,17,206.183,15098.3144782149,9.91159359904764,4.30042799047808,1.99694871690538,100.720024040904,3.44689814814815,0.355019920479797,3.44689814814815,0.0463410988291548,1.11467876039305,0.0463410988291548,1.11467876039305,-0.355019920479797,4.5834,73.6727,219.287,1,1,0,0,0,3,0,3,1,1,1,0,2,0,0,0,82,5.31678860400633,0,0,0,0,0,0,0,0,0,54.5973036161545,23.5853254198496,16.7609967638319,0,3,0,22.1472209782967,0,0,0,0,5.31678860400633,72.7964048215393,0,0,5.31678860400633,11.3747725493671,0,0,0,0,0,0,72.7964048215393,0,10.7724484289296,0,12.03,0,0,0,0,0,0,0,0,0,33.1666666666667,0.664650916978128
"90_41_5",1.41,2.53607044600161,392.879047762157,9.09601183824781,7.27350269189626,7.27350269189626,6.37701009771174,4.2767090063074,4.2767090063074,2.95327585243382,2.95327585243382,2.04558378198271,2.04558378198271,1.3776114102107,1.3776114102107,0,0,0,0,0,11.2508377663806,5.563451491697,0,42.4645694792313,12.1327341369232,5.73366747716218,169.089149352,0.692307692307692,1.30769230769231,2,0,-1.76,13,158.139,1459.75692754263,7.86689563842966,3.31491082045184,1.54115157770046,77.8283880225737,5.85257558578987,0.398225859168571,5.85257558578987,0.039320776960531,0.8275,0.039320776960531,0.8275,-0.398225859168571,2.9358,56.2904,169.227,2,1,0,0,0,2,0,2,1,1,1,0,1,0,0,0,64,5.73366747716218,0,0,0,0,0,0,0,0,0,48.5309365476929,11.6298185601586,11.2508377663806,0,2,0,5.68738627468356,0,0,0,0,5.73366747716218,54.5973036161545,0,11.126902983394,5.73366747716218,5.68738627468356,0,0,0,0,0,0,54.5973036161545,0,11.126902983394,0,26.02,0,0,0,0,0,0,0,0,0,27,0.652435572124998
"90_94_8",1.45,2.2190020999743,529.891998460512,14.6983061338198,12.4214776349808,12.4214776349808,9.48607100299237,6.58292653282356,6.58292653282356,5.21172657591571,5.21172657591571,3.29178237656511,3.29178237656511,1.98856115766986,1.98856115766986,0,4.79453718407182,0,5.78324494636494,11.126902983394,11.3747725493671,0,0,86.5214439401026,0,0,268.15756326,0.65,0.95,1.2,0.235294117647059,-2.29,20,248.2,32168.378171383,14.1261523560971,5.78070815241593,2.991465685162,119.994397337995,12.3813964474679,0.377660880973675,12.3813964474679,0.192524797939903,0.0561224489795922,0.192524797939903,0.0561224489795922,-0.377660880973675,3.0496,84.9705,268.36,0,3,0,0,0,2,0,2,3,0,3,0,4,0,0,0,104,9.79981946170096,0,5.78324494636494,0,0,0,4.79453718407182,0,0,0,0,48.5309365476929,50.6923634634699,0,2,4.79453718407182,17.1580174957321,0,0,0,0,37.9905073924097,59.6578395310869,0,0,9.79981946170096,11.3747725493671,0,0,33.9739328770737,0,0,15.9214401674658,48.5309365476929,0,0,0,23.55,0,0,0,0,0,0,0,0,0,43.3333333333333,0.796269721245844
"91_15_6",0.7,3.28497773888292,281.76485559073,7.39734122549854,5.20382826775842,5.20382826775842,4.88054005756188,2.77456386468958,2.77456386468958,1.76919057973269,1.76919057973269,1.16796827855363,1.16796827855363,0.678106600163536,0.678106600163536,0,0,0,0,11.126902983394,0,0,24.2654682738464,12.1384426255845,0,10.523783109477,128.037448128,0.9,1.3,1.6,0,-1.8,10,124.102,238.975895951413,6.32195121951219,2.66020761245675,0.962167125803489,58.9464467112276,8.44842592592593,0.192388810008018,8.44842592592593,0.100508967821508,0.435185185185185,0.100508967821508,0.435185185185185,-0.192388810008018,1.42996,35.872,128.134,0,2,0,0,0,1,0,1,2,0,2,0,0,0,0,0,46,0,12.1384426255845,0,0,0,0,0,0,10.523783109477,0,12.1327341369232,12.1327341369232,0,11.126902983394,1,0,0,10.523783109477,0,0,0,0,35.3923712572404,0,12.1384426255845,0,0,0,0,0,0,22.6622257350615,11.126902983394,24.2654682738464,0,0,0,47.58,0,0,0,0,0,0,0,0,0,28.3333333333333,0.530203343988776
"91_20_3",1.93,2.88805160165799,271.015182409055,6.81155478787163,5.61880215351701,5.61880215351701,4.96632649518879,3.40470053837925,3.40470053837925,2.34715062810913,2.34715062810913,1.65868924780839,1.65868924780839,1.13290582474518,1.13290582474518,0,0,0,0,0,0,10.7724484289296,0,0,48.5309365476929,0,128.062600256,0.5,0.8,1.1,0,-1.3,10,120.11,348.570461837037,5.48222977999787,2.14305288610577,0.780533543691061,60.1130676512322,2.12037037037037,0.061629711446875,2.12037037037037,-0.0184042506724423,1.31018518518519,0.0184042506724423,1.31018518518519,-0.061629711446875,2.8398,43.948,128.174,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,48.5309365476929,10.7724484289296,0,0,2,0,10.7724484289296,0,0,0,0,0,48.5309365476929,0,0,0,0,0,0,0,0,0,0,48.5309365476929,0,10.7724484289296,0,0,0,0,0,0,0,0,0,0,0,19.3333333333333,0.511431199489117
"91_23_6",0.7,3.12121931888616,272.143125627324,8.26758471350162,5.98135954365005,5.98135954365005,5.25321885762405,3.02847787430551,3.02847787430551,1.92895862426717,1.92895862426717,1.28186656689959,1.28186656689959,0.780607532236193,0.780607532236193,4.92331104881767,10.1143182687656,0,11.4368981079675,0,0,13.1761646097391,18.1991012053848,0,0,4.73686295380005,153.042593084,1.45454545454545,2.09090909090909,2.54545454545455,0.142857142857143,-1.58,11,146.081,336.852661560713,7.52615711252654,3.00522304423026,1.459531257097,63.5628661859003,10.3062037037037,0.490135929127498,10.3062037037037,0.310399152357206,0.00462962962962954,0.310399152357206,-0.47337962962963,-0.490135929127498,1.6034,39.6484,153.137,0,4,0,0,0,1,0,1,3,0,4,0,2,0,0,0,58,4.73686295380005,0,5.74951183328391,0,0,5.68738627468356,10.1143182687656,0,0,0,12.1327341369232,6.06636706846161,6.06636706846161,12.0331085900952,1,9.66017400261772,5.68738627468356,0,0,0,0,7.10979754127753,34.379786542612,0,5.74951183328391,4.73686295380005,5.68738627468356,5.74951183328391,0,12.0331085900952,0,10.1143182687656,0,24.2654682738464,0,0,0,52.37,0,0,0,0,0,0,0,0,0,32.8333333333333,0.47862289599684
"91_57_6",1.87,2.8289012156207,374.450023542542,7.68179827587471,6.54145188432738,6.54145188432738,5.36017334530614,3.81538414090221,3.81538414090221,2.85060495180308,2.85060495180308,1.90496773124685,1.90496773124685,1.30874268638191,1.30874268638191,0,0,0,0,0,0,16.3358999206266,0,0,49.3883066789219,0,142.07825032,0.818181818181818,1.54545454545455,2.36363636363636,0.0909090909090909,-1.3,11,132.121,487.852973121389,6.41272600227094,2.38707482993197,1.11682633189396,66.4780097656288,2.2037037037037,0.0616297075778092,2.2037037037037,-0.0181404739742286,1.31768518518519,0.0181404739742286,1.31768518518519,-0.0616297075778092,3.14822,48.685,142.201,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,48.0280209709283,17.6961856286202,0,0,2,0,10.7724484289296,0,0,0,6.92373719969062,0,48.0280209709283,0,0,0,0,0,0,0,0,6.92373719969062,5.563451491697,42.4645694792313,0,10.7724484289296,0,0,0,0,0,0,0,0,0,0,0,21,0.529725659115003
"91_58_7",3.63,2.8289012156207,379.284490398678,7.68179827587471,5.91941635733661,6.67534530335506,5.36017334530614,3.50436637740683,3.88233085041605,2.49147257284944,2.92790835332143,1.71151204867664,1.94660915146438,1.16017855118091,1.34072118140965,0,0,0,0,0,5.02263331374133,10.7724484289296,0,30.3318353423081,12.1327341369232,11.6009398902325,162.023627904,0.818181818181818,1.54545454545455,2.36363636363636,0,-1.01,11,155.563,487.852973121389,6.68481644741145,2.55417108848639,1.21804718871743,70.4163338781138,5.81867031997984,0.0843210297194746,5.81867031997984,0.0411876649918608,0.795092592592593,0.0411876649918608,0.795092592592593,-0.0843210297194746,3.4932,48.958,162.619,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,41.9327752325406,22.9051825658528,5.02263331374133,0,2,0,22.3733883191621,0,0,0,0,0,47.4872027929726,0,0,0,0,0,11.6009398902325,0,0,0,0,42.4645694792313,5.02263331374133,10.7724484289296,0,0,0,5.81867031997984,0,0,0,0,0,0,0,17.2924407911313,0.556447969659314
"91_94_1",2.16,2.50208037437462,489.037124074059,11.706742302257,8.37473109953546,9.88658899157237,7.57538740046941,4.68138248562402,5.43731143164248,3.47258426764282,4.28698452112403,2.33423548274189,2.98888915344986,1.4133950164004,1.77448027685788,0,0,0,0,21.4200391768498,11.126902983394,0,24.2654682738464,12.1327341369232,0,34.6692147347894,252.02210368,0.6875,1.0625,1.375,0,-1.38,16,243.052,4453.21145327073,11.1157694016503,4.23946072464686,2.0803305756873,103.77481117335,5.95210460933344,0.397522377756782,5.95210460933344,0.0641090662798127,0.532821712018141,0.0641090662798127,0.532821712018141,-0.397522377756782,3.8248,70.7228,253.132,4,2,0,0,0,2,0,2,2,2,4,0,1,0,0,0,82,11.4673349543244,0,0,0,0,0,0,0,0,0,35.3346139173883,35.3923712572404,0,21.4200391768498,2,0,34.5766523298322,0,0,0,0,11.4673349543244,46.4434690382523,0,11.126902983394,11.4673349543244,11.3747725493671,0,23.201879780465,0,0,0,0,36.3982024107697,10.0452666274827,11.126902983394,0,52.04,0,11.9042092186669,0,0,0,0,0,0,0,26.3180130035553,0.758673927914048
"91_96_3",0.2,2.16782480417369,870.048093719931,20.8445705037617,16.5113083393663,16.5113083393663,13.1507748009388,8.95677788672599,8.95677788672599,6.91333734401702,6.91333734401702,4.15332794983979,4.15332794983979,2.80797312322929,2.80797312322929,0,19.1781487362873,0,36.2224925972849,11.3747725493671,22.253805966788,13.8474743993812,12.1327341369232,38.1129426732277,10.6335772080127,0,380.173607248,0.678571428571429,1.03571428571429,1.32142857142857,0.272727272727273,-3.28,28,356.252,950826.49892729,21.0249952956713,9.08083937327049,5.8730741068047,163.883731236918,11.7795819179499,0.325465813666605,11.7795819179499,0.231314847430642,0.141669839954264,0.231314847430642,-0.328842789308019,-0.325465813666605,3.80564,109.2074,380.444,2,6,0,0,0,2,0,2,4,2,6,0,7,0,0,0,146,10.6335772080127,11.5664898927299,0,11.814359458703,0,0,19.1781487362873,0,0,0,12.1327341369232,74.2142230393969,11.3747725493671,12.841643245852,2,19.1781487362873,34.7556219008,0,0,0,40.5365920446145,10.6335772080127,47.5251053941637,0,11.126902983394,10.6335772080127,11.3747725493671,0,0,23.3808493514329,19.1781487362873,13.8474743993812,37.8160206286273,36.3982024107697,0,11.126902983394,0,92.34,0,0,0,0,0,0,0,0,0,72.6666666666667,0.71465945025386
"92_52_4",2.64,2.45714948013905,297.431320490677,8.22576835024473,6.77350269189626,6.77350269189626,5.96632649518879,4.07136720504592,4.07136720504592,2.73205080756888,2.73205080756888,1.88091147003061,1.88091147003061,1.2612058845651,1.2612058845651,0,0,0,0,0,0,11.126902983394,0,12.1327341369232,48.5309365476929,0,154.07825032,0.416666666666667,0.75,1.08333333333333,0,-1.56,12,144.132,1023.95272895836,7.10873685754805,3.22494640157764,1.37393594044824,72.488497325561,2.12037037037037,0.0622253948936663,2.12037037037037,-0.0184042560761495,1.27601851851852,0.0184042560761495,1.27601851851852,-0.0622253948936663,3.3536,51.878,154.212,0,0,0,0,0,2,0,2,0,0,0,0,1,0,0,0,58,0,0,0,0,0,0,0,0,0,0,60.6636706846161,11.126902983394,0,0,2,0,0,0,0,0,0,0,60.6636706846161,0,11.126902983394,0,0,0,0,0,0,0,0,60.6636706846161,0,11.126902983394,0,0,0,0,0,0,0,0,0,0,0,23.3333333333333,0.590501888021378
"92_70_6",0.6,2.77051081026762,502.858845345137,10.1293920330674,7.26677709660153,7.26677709660153,6.68154055035206,4.13338854830077,4.13338854830077,3.02166035996013,3.02166035996013,2.0944331600553,2.0944331600553,1.39957455180622,1.39957455180622,5.96930528795185,9.90106457891253,0,11.3129633249809,0,10.7724484289296,12.1327341369232,6.06636706846161,18.1991012053848,0,5.10652739484071,188.047344116,1.07142857142857,1.64285714285714,2.21428571428571,0,-2.03,14,180.118,1786.46456140592,8.56302976027354,3.03013712520588,1.28659825992232,80.2279993700646,10.7054473733938,0.507029322421538,10.7054473733938,0.338992176588741,0.0660185185185183,0.338992176588741,-1.11735827664399,-0.507029322421538,2.2436,52.5721,188.182,2,3,0,0,0,2,0,2,2,2,3,0,1,0,0,0,70,10.2130547896814,11.3129633249809,0,0,0,5.96930528795185,0,4.79453718407182,0,0,24.2654682738464,22.9051825658528,0,0,2,15.0075919737532,16.7417537168814,0,0,0,0,0,41.9616539024667,0,5.74951183328391,0,0,5.74951183328391,0,16.1823600776333,0,0,10.3579886757688,36.3982024107697,0,10.7724484289296,0,57.53,0,0,0,0,0,0,0,0,0,39.3333333333333,0.721068731531841
"92_77_3",0.81,1.96859917340997,766.3018321889,13.9493829893763,10.7063148470497,10.7063148470497,9.73718344301788,6.32046535307375,6.32046535307375,4.53665734456802,4.53665734456802,3.14030819378375,3.14030819378375,2.13005938919482,2.13005938919482,0,9.90106457891253,0,17.2201430543324,5.68738627468356,10.7724484289296,0,24.2654682738464,42.4645694792313,5.31678860400633,0,263.094628656,0.85,1.45,2.15,0,-2.81,20,250.192,52509.5449569164,12.2354409309174,5.0529381380478,2.33531462200091,116.040722007541,12.2074881897203,0.50709799179727,12.2074881897203,0.25893859757496,0.0165452569916853,0.25893859757496,-0.319950869236583,-0.50709799179727,3.7977,80.008,263.296,2,3,0,0,0,3,0,3,2,2,3,0,2,0,0,0,98,10.423315998847,5.74951183328391,0,0,5.90717972935151,0,4.79453718407182,0,0,0,42.4645694792313,35.037916702776,5.68738627468356,5.563451491697,3,9.90106457891253,22.3670144329647,0,0,0,0,5.31678860400633,72.2934892447747,0,5.74951183328391,5.31678860400633,5.68738627468356,5.74951183328391,0,11.0137071241922,0,0,10.3579886757688,66.7300377530777,0,10.7724484289296,0,49.33,0,0,0,0,0,0,0,0,0,47.5,0.738495474708819
"92_84_2",2.55,2.12491832167716,391.752874857392,9.38046888862398,7.52705044398087,8.3435470249086,6.93265299037757,4.56294882884312,5.37944540977084,3.21938090761402,4.30315786410085,2.26337337205885,3.41519171028966,1.58136794263715,2.56956713355614,0,0,0,0,0,0,21.1657395004027,0,11.7618849493911,53.8477251516992,0,199.045570288,0.714285714285714,1.21428571428571,1.78571428571429,0,-1.41,14,190.206,3255.12895616949,7.94478260951265,3.06593302104668,1.19152967727326,87.155638381005,3.41962962962963,0.353677389601682,3.41962962962963,0.0525861939045192,1.20481481481482,0.0525861939045192,1.20481481481482,-0.353677389601682,3.8948,60.2897,199.278,1,1,0,1,1,2,0,2,2,1,2,0,0,0,0,0,68,5.31678860400633,0,0,0,0,0,0,0,0,0,36.0273532232376,24.2654682738464,9.79096695103555,11.3747725493671,3,0,23.1366574987582,0,0,0,9.79096695103555,5.31678860400633,48.5309365476929,0,0,5.31678860400633,11.3747725493671,0,11.7618849493911,0,0,0,0,58.3219034987284,0,0,0,12.03,0,1.82,0,0,0,0,0,0,0,25.18,0.589075013563436
"94_52_0",0.4,2.67677232660839,434.899038393448,8.55204176387779,6.02032484868615,6.02032484868615,5.7708569478291,3.34726986322463,3.34726986322463,2.36109824481497,2.36109824481497,1.61582113904716,1.61582113904716,1.03382178264688,1.03382178264688,4.92331104881767,10.1143182687656,0,5.68738627468356,5.51670071761626,5.51670071761626,18.4600542116878,6.06636706846161,0,9.96795704189442,0,163.0381764,1.5,2.33333333333333,3.08333333333333,0,-1.91,12,158.096,924.231495932195,6.77884713236484,2.29799372392937,0.914298132076825,67.1948517756928,10.3340627362056,0.344589565532832,10.3340627362056,0.271242396974313,0.0644444444444447,0.271242396974313,-0.436388888888889,-0.344589565532832,1.4711,42.7481,163.136,1,5,0,0,0,1,1,2,3,1,5,0,1,0,0,0,60,4.98397852094721,0,0,0,5.68738627468356,0,10.1143182687656,4.98397852094721,0,0,0,6.06636706846161,12.1327341369232,22.2840325588147,2,4.92331104881767,16.7207877099161,0,9.96795704189442,0,0,0,34.6407395489149,0,0,0,5.68738627468356,0,0,14.8912680907121,0,10.1143182687656,0,24.5264212801494,0,11.0334014352325,0,71.82,0,0,0,0,0,0,0,0,0,34.5,0.51066652768049
"95_16_9",0.88,2.9546597902851,282.893936766344,6.10444800668509,4.74221323191195,5.55870981283968,4.46632649518879,2.74898236231421,3.62863517356911,1.82008452436048,2.70643170106133,1.23671853969798,2.04669193066482,0.803391529667884,1.48184839565692,0,0,0,0,0,5.51670071761626,4.6999199164691,11.3367858779347,23.7096404790022,11.0503455894088,0,135.01427016,1.22222222222222,2.11111111111111,3,0,-0.89,9,130.151,254.268989977729,4.93995851412363,1.80993815294837,0.715352863865395,56.9730789025902,4.13722222222222,0.244665693559575,4.13722222222222,0.0811506358518838,1.09953703703704,0.0811506358518838,1.09953703703704,-0.244665693559575,2.2963,39.62,135.191,0,1,0,0,0,1,1,2,2,0,2,0,0,0,0,0,44,0,0,0,0,0,0,0,4.98397852094721,0,11.3367858779347,12.1327341369232,12.1327341369232,0,15.7271599077027,2,0,21.5534065120201,0,4.98397852094721,0,0,0,29.7760075474638,0,0,0,0,0,11.3367858779347,4.98397852094721,0,0,0,29.7760075474638,0,10.2166206340854,0,12.89,0,1.6762037037037,0,0,0,0,0,0,0,16.490462962963,0.539773572554023
"95_47_6",1.15,3.13486151134545,156.148113918999,5.98312766312544,5.3094010767585,5.3094010767585,3.80453045264031,2.82735026918963,2.82735026918963,2.08425891657752,2.08425891657752,1.42556966876913,1.42556966876913,0.662677957237529,0.662677957237529,0,0,0,0,0,0,11.126902983394,0,0,38.1129426732277,0,106.07825032,0.875,1.25,1.5,0.25,-0.78,8,96.088,72.4952658275456,5.35850415512465,1.99374471228726,0.890007391209439,50.1612873482902,2.12037037037037,0.06198519188633,2.12037037037037,-0.0395114921799697,1.36805555555556,0.0395114921799697,1.36805555555556,-0.06198519188633,2.30344,35.916,106.168,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,24.2654682738464,24.9743773827752,0,0,1,0,0,0,0,0,13.8474743993812,0,35.3923712572404,0,0,0,0,0,0,0,0,13.8474743993812,11.126902983394,24.2654682738464,0,0,0,0,0,0,0,0,0,0,0,0,0,15.3333333333333,0.475757685340321
"95_49_8",1.82,3.13486151134545,160.496629464596,5.98312766312544,4.68736554976773,5.44329449578618,3.80453045264031,2.51633250569424,2.89429697870347,1.74918384535301,2.15638397209362,1.07660510445124,1.50068444374359,0.550986266829359,0.686719642409561,0,0,0,0,0,10.5860848054383,0,0,31.1892054735371,0,11.6009398902325,126.023627904,1.25,1.875,2.25,0.142857142857143,-0.49,8,119.53,72.4952658275456,5.64315579227696,2.18536081892877,1.014610261986,54.0996114607752,5.70867283950617,0.0840529935522961,5.70867283950617,0.0434670923053081,0.840277777777778,0.0434670923053081,0.840277777777778,-0.0840529935522961,2.64842,36.189,126.586,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,29.8000410956173,18.5535557598492,5.02263331374133,0,1,0,11.6009398902325,0,0,0,6.92373719969062,0,34.8515530792848,0,0,0,0,0,11.6009398902325,0,0,6.92373719969062,5.563451491697,24.2654682738464,5.02263331374133,0,0,0,0,5.70867283950617,0,0,0,0,0,0,0,11.7357716049383,0.501501666006764
"95_50_1",2.43,3.13486151134545,162.638338914672,5.98312766312544,4.06533002277696,5.57718791481387,3.80453045264031,2.20531474219885,2.96124368821731,1.4141087741285,2.22850902760972,0.824372589343011,1.58028108063277,0.439294576421189,0.710761327581593,0,0,0,0,10.0452666274827,0,0,12.1327341369232,12.1327341369232,0,23.201879780465,145.969005488,0.875,1.25,1.5,0,-0.2,8,142.972,72.4952658275456,5.92820512820513,2.38184089962516,1.14567901234568,58.0379355732603,5.57672839506173,0.0827131954649241,5.57672839506173,0.0591803442783615,0.60570987654321,0.0591803442783615,0.60570987654321,-0.0827131954649241,2.9934,36.462,147.004,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,35.3346139173883,12.1327341369232,0,10.0452666274827,1,0,23.201879780465,0,0,0,0,0,34.3107349013291,0,0,0,0,0,23.201879780465,0,0,0,0,24.2654682738464,10.0452666274827,0,0,0,0,11.1534567901235,0,0,0,0,0,0,0,8.4020987654321,0.528586338832196
"95_51_2",0.95,3.13486151134545,164.638338914672,5.98312766312544,4.26471581895736,5.02064476497581,3.80453045264031,2.30500764028905,2.68297211329828,1.52151294472227,1.92871307146288,0.905222602992125,1.24942865089786,0.475095966619112,0.610829342199314,0,0,0,0,10.7100195884249,0,0,12.1327341369232,12.1327341369232,0,17.3346073673947,127.018876872,1.25,1.875,2.25,0,-0.69,8,121.526,72.4952658275456,5.44679890560876,2.05266954789152,0.927965287531715,53.0745600433914,5.58367283950617,0.397522964608439,5.58367283950617,0.0634914077212632,0.618055555555556,0.0634914077212632,0.618055555555556,-0.397522964608439,1.9222,35.8644,127.574,2,1,0,0,0,1,0,1,1,1,2,0,0,0,0,0,42,5.73366747716218,0,0,0,0,0,0,0,0,0,23.7336740271557,12.1327341369232,0,10.7100195884249,1,0,17.2883261649161,0,0,0,0,5.73366747716218,29.2881015875878,0,0,5.73366747716218,5.68738627468356,0,11.6009398902325,0,0,0,0,24.2654682738464,5.02263331374133,0,0,26.02,0,5.58367283950617,0,0,0,0,0,0,0,13.8607716049383,0.52978608231991
